url,name,price,rating,number_of_rating,description,asin,product_description,manufacturer
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-35,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,834,4.0,"(5,130)","MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.
DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.
COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.
Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket
Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof
",B07XVMR33Q,,Zipline
https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-36,DEIN KLEIDER Men's Nylon Messenger Bag,349,4.0,"(4,564)","ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.<br>
WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.<br>
CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.<br>
Outer Material Type: Nylon
",B084ZHP97M,"Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage.",DEIN KLEIDER
https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-37,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,239,4.0,"(3,114)","Strong stitching at major stress points provide long-lasting durability against daily activities
Mesh side water bottle pocket. Adjustable shoulder strap.
Main large compartment with double zip closure. Tough high durability fabric
High quality double zippers, easy to access. Highly water-resistant finish to save inner items from water splashes
Comes in attractive color combinations.
",B07FWQ9HRV,,Nivia
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-38,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",652,4.4,"(2,724)","Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort
Smooth zippers that never jam or break
Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use
Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials
",B08R7RPVJF,,Lenovo
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-39,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","1,599",4.3,(397),"Lightweight and comfortable to carry
All your everyday essentials at your fingertips
Dependable everyday companion
",B07PMQTB6T,,Dell
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-40,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",549,4.2,"(1,597)","PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack
Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling
COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .
Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;
MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.
",B08Y5S6C2P,,
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-41,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,790,4.1,"(1,044)","Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories
CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem
FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult
COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.
12 Months Limited Brand Warranty
",B098QFF5TJ,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,Wesley
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-42,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),376,4.3,"(8,907)","Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black
Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.
Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.
Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.
Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose
",B07F2H25NP,,AUXTER
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-43,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,529,4.2,"(3,762)","Highly water-resistant finish to save inner items from water splashes
Separate shoe pocket ensures your sneakers separated from your day outfit
adjustable shoulder strap
Main compartment with double zip closure
Large pocket for laundry or shoes & internal slip pockets for organization
",B071KNXQ7Y,It ensures an easy maintenance. This product helps you make a style statement.,Nivia
https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-44,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),499,3.8,(566),"Material: Water Resistant Light-Weight Polyester<br>
Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>
Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>
Closure Type: Zipper<br>
",B09TPY1G1W,,ADISA
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-45,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,(679),"Lightweight yet durable backpack/daypack for school use or everyday outings
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh pockets on both sides to accommodate your water bottle and umbrella
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult
",B09B26MB5M,"Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized.",Safari
https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-46,F Gear Enzo Sports Waist Bag (.Black Blue),200,4.2,"(1,111)","One zippered compartment suitable for keys/napkins/wallet/mobile etc.
One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.
This fanny pack is water resistant.
Premium YKK Japanese Zippers& sliders with an adjustable waist strap.
Comes with The F Gear promise of quality and durability.
",B0862LXJYT,"TREND ALERT!! Do you consider yourself a fashion freak? Well if yes then now is the time for you to pick your favourite style of fanny pack from our range and show it off to the world in style! Made lovable by its quirkiness and undeniable convenience, fanny packs are making its way to our hearts and took the fashion movement by storm! Whether you want to complement a sporty look, keep it casual, dress it up, or make a fashion statement, our fanny pack range is for you. Your on-the-go look is always incomplete without these fanny packs. Trendsetter celebs like Leonardo DiCaprio, Alia Bhatt, Kim Kardashian, Katy Perry, Kendall Jenner, Ranveer Singh, Sushant Singh Rajput, are giving us some major fashion goals with their fanny packs. So pick your style of fanny pack and get ready to show the way to rest to follow, only with F Gear!",F Gear
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-47,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,299",4.1,(8),"Care Instructions: Hand Wash Only
Well Organized compartment ,Security Back Pocket
",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",American Tourister
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1679388386&sprefix=ba%2Caps%2C283&sr=8-48,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,4.0,(31),"Material: Water Resistant Strong Polyester
Compartments: 2 with padding
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 11 x 6 x 18 inches
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover
",B0BPTT2HZY,,ADISA
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDc4NzI2NjgyNDM5NTk4OjE2NzkzODg0NzQ6c3BfYXRmX25leHQ6MjAxMjE0ODk2Mzg0OTg6OjA6Og&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BS6YGKMC%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679388474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack,528,5.0,(2),"Care Instructions: Dry Clean Only
30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.
Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch
Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.
Made In India: Lookmuster Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks
Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.
",B0BS6YGKMC,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDc4NzI2NjgyNDM5NTk4OjE2NzkzODg0NzQ6c3BfYXRmX25leHQ6MjAxMjQzMTEwMjQ4OTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679388474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0,(373),"Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material
Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage
Right sized with sturdy stitching; Dimension: (28.2 cm x 14.1 cm x 42.2 cm); Warranty: 750 days international warranty
GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)
Padded laptop compartment fits up to 14”, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides
",B0BWNCV31F,,uppercase
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-51,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,889,4.3,"(5,556)","MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.
Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.
Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment
Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.
Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects
",B07M9BRCQ5,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,FUR JADEN
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTT2HZY/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-52,ADISA 35L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),599,4.0,(31),"Material: Water Resistant Strong Polyester
Compartments: 2 with padding
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 11 x 6 x 18 inches
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover
",B0BPTT2HZY,,ADISA
https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-53,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),239,3.8,"(1,399)","trap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper
",B07BNS3KNX,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.,DZert
https://www.amazon.in/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-54,NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,198,4.1,"(1,004)","PLEASE NOTE: Suitable for Yoga Mat With 5MM TO 10MM THICKNESS AND DIMENSIONS UP TO 2 FT WIDTH X 6 FT. LENGTH. Cotton carry bag for yoga mat for storing and carrying your yoga mat with ease<br>
Made of premium grade cotton material<br>
High quality drawstring rope for closure<br>
Cross strap for carrying on shoulder with ease<br>
Reinforced base with double-stitch for srtength and durability<br>
",B08LBT1R9J,,NETTIE
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-55,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,709,4.2,(431),"Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag
It has 2 large compartments and 2 side pockets
Well-padded interior that keeps your laptop safe
Enough space for your other daily essentials like chargers, wallet, power bank, etc.
Compact and sleek design
Well-cushioned shoulder straps
Dimensions: LxWXH: 47 X 33 X 15 cm
Weight: 0.460 grams
",B09W4VMZ79,"Bid goodbye to the daily hassle of finding ways to carry your laptop and other accessories with the AmazonBasics - Casual Backpack/Office Bag. It is an instant relief provider as the compactly designed backpack offers you space and comfort simultaneously. The stylish backpack has 2 large compartments where you can stack up your chargers, power banks, lunch box, tablet, etc., alongside a 15.6-inch laptop. Well-padded and well-cushioned, the backpack has 2 side pockets where you can keep extra items when on the move. Durable and strong, the backpack is made from water-resistant polyester fabric.",AmazonBasics
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-56,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,529,4.2,"(3,762)","Highly water-resistant finish to save inner items from water splashes
Separate shoe pocket ensures your sneakers separated from your day outfit
adjustable shoulder strap
Main compartment with double zip closure
Large pocket for laundry or shoes & internal slip pockets for organization
",B071KNXQ7Y,It ensures an easy maintenance. This product helps you make a style statement.,Nivia
https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-57,VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),899,4.3,(404),"Padded, Comfortable Shoulder Strap
Easy access front pocket
Soft Grip handles
Stylish Design
",B0B527KJQZ,"VIP ENDURA, the one stop solution for all your micro travel needs, Speciaous main compartment, Soft Grip handles, Padded, Comfortable, Easy access front pocket, Stylish Design",VIP
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1679388474&sprefix=ba%2Caps%2C283&sr=8-58,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,512,4.1,"(5,212)","PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.
LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.
EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.
DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.
BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.
",B09321GJXZ,,Bennett
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDc4NzI2NjgyNDM5NTk4OjE2NzkzODg0NzQ6c3BfbXRmOjIwMTE3Nzk1ODc2OTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679388474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA2ZJIE4OXD710M,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,499",4.3,(152),"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Pink and Grey, Water resistant: Yes <br>
PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>
MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve. <br>
HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>
Compartment Description: Up To 16 Inches; Pattern Name: Solid; Color Name: Modern Love; Lining Description: Polyester; Closure Type: Zipper; Warranty Description: 12 Months Warranty; Age Range Description: Adult <br>
",B08T1769X9,,MOKOBARA
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDc4NzI2NjgyNDM5NTk4OjE2NzkzODg0NzQ6c3BfbXRmOjIwMTIxOTcyMjYwNDk4OjowOjo&url=%2FEUME-Propine-Massager-Backpack-Charging%2Fdp%2FB07XG935R9%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1679388474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAPBFC7AMQ4Q38,"EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Melange, 22L)","3,499",4.1,(45),"EUME's Made in India Massager Backpack, made of High Quality Nylon Fabric. The inside has Polyester Lining 190. This product comes under the Bag/ Backpack/ Laptop Bag/ Laptop Backpack/Massager Backpack/ Massager Bag category. Find it in 6 colours - Black, Melange, Black Gold, Grey, Red, Teal Blue<br>
Capacity: 22 Litres ; Weight: 1.3 kgs; Dimensions: Centimeters: 33.02 x 16.5 x 49.5, Inches: 13 x 6.5 x 19.5; Main Compartment: 1; Front Pocket: 1; Side Pocket: 2 - to keep your 1 liter water bottle; Padded Internal Laptop Sleeve; Padded Shoulder Straps; Padded Back Panel<br>
Maintenance: Wipe with a clean, dry cloth when needed. This bag is Water & Dust Resistant and has a Premium Quality Zipper and Metallic Zinc Pullers. It also comes with Chest and Waist Belts.<br>
Other Specs: This bag has 2 Sets of massagers for maximum relaxation of the upper and lower back. It has an Internal Organization panel, a Top Carry Handle and a Heavy Duty Reversible Zipper and can be powered using a Power Bank (10000 mAh recommended); This bag has an adjustable torso and can be custom adjusted to different heights for perfect placement of the massagers on upper and lower backs. It fits most 15-inch laptops<br>
Pocket Description: Utility Pocket; Compartment Description: Up To 14 Inches; Age Range Description: Adult; Warranty Description: 1 Year Warranty Against Manufacturing Defects; Style Name: Travel Backpacks; Pattern Name: Solid; Special Features: Laptop Compartment<br>
",B07XG935R9,,
